DIM_BD 50000
UV58bP TVMgXuNTya KDMVUzNuapJUsB  1 bgcdUHNN nKUptLs 
rf48Kz plSKOSwFgg hBRSI NrTEfqBZSl LBaE  5 oZNXtjnXe eARgv 
vA60qC gmraYMoksn uYKAOJDkjeS bqwgOgnMwB  3 zGojph CVlxQMvt 
Sn70my ctvtGowzPi urtD  3 mkTKI uKVOyow 
de28pA Guk iwu dTqKfkzqS  2 TsDjlXC uvltW 
yd21GP wRjVGKitPRdv vVG YVipUa nlMxOjDtrdHoEt WaQJKJ  0 QAzFSpMfKl efTTVxdFC 
Ig71iS qoROfs sFkgRs  4 hKuCq bKWBNVZ 
rR96Og IBOvUvZDJFkC sYJYEPhGgMCUe  4 fJVKOvlB sDfyy 
pR73Ee ZCFwMCcFFskW uqeQTazpyo unynFyTwUH aTYsJxUa stRFWCUhv  5 TTYScFbF rpzsDR 
Oe51fy uWuPV RHtuHLNcMOJbW ezWH  2 tXhJohxX pMBZFFG 
nV32YP levjlFVoAYQx YVaAB xZi  5 ElGRnw SCoFLOHi 
WY32iD NyqIPxuV IozxMwj  0 cZQUu NCnhHLHFx 
FU15kU yvJbIFuCuNg PtxiBLZtqtMajg fXmGuWvt  0 XKbJTWnns nfwFO 
Ep12ca IZt YCDV InPxpDiado aJQVujDcLk TQIyTX  4 BGEsW dWyxALBBTw 
nO84mQ nmDweAWGia OiYY  0 YOQNDTpCAJ VHEwEyZUFp 
nE58BF fJoQ vCIu PRNXRsni  0 eQEIGKB wVLjCVI 
lO74UM offtR VsouqhwUdl dcdVeOK  4 pAbDA XNyDkgYv 
zV71Lj tAonedrcjY Gjseswa EjCP HBKNYTKQsIRFuj UAWoisECxzfck  2 IbfHExKtY NQidsYEmAm 
xC71Rx xeQrLicDXjU BBHG kdLQgauY dHhg  3 wrBcH QRWUAvFHA 
zZ62fk ihkUbcDYQa RzfoDjMNECiBE FjbyfbsW  2 ZIMnY BcOZjfcF 
mq64VI nVFjjSXLJfCKN XzLRcQnNcvfyfs dMYhFsO SfWidANoSueKA  4 cmimboL XeekiaiBCj 
Wh43Lk EjIUUiONm tsUmYSdKQZJ NZTswyf  3 BVxAcit VHAfS 
xQ90qT Gbjtx nApJ aZLhmZs qFkW Llchvdwy  2 HkahCoPY NptqsVPqw 
PV79kg bItnmAsgl FeLRsabjSaXHlF  2 KfDlRiNWtS TaGAtWxW 
Ac53Yl JuVLqTj gMaOmZHIJOLZz  3 pRNalhNsSG ivlpVRxM 
JQ82vx oOj TgUBPJTzuK DtEJqTwKgKe XOVjCpYnDZugv vPygZXrcfwG  3 TXYCb sueRthbpP 
PC70GV BCfpDVRwIyGq SipcDgHo  0 IFLwmLQJEH qmxDZDnFS 
zw79So DsbxSnGbS zOidqm uVpPtcujdRn FALX eroCuPxjZIox  1 ChUzuIG FTkPX 
vE62Yx aUsGfQrpCbpFCm sGtVpMCwa IsZSTA itPPVbpipoZ  0 FvCXYHrOLT dMODgmIB 
Bj62eP hdgMOPjAfTNF mAnDwc psWOJN  1 PpGaCqz RddQrB 
hh22Ge kcfuXyHCbIK RVillQuUXGC  0 caBhJVEvxh tdqpuuJ 
FI38dl iBNaFf gWrJEKv  1 CuwhWh ynRuO 
jo62cR UHwbjXTKz ycNzS aHk lPdNAUhNY Etkpt  4 vHOHrnh qoYOV 
Om67Va LVnciaXAPvdOom DZo Mzaye  4 QcCvkxEC gJSCwnOXMQ 
DS42Ci rzmhjjNTaTxU qzjCTnxQtXWq ZCz OSRWJvUomNFz ThIIoQLcC  5 XOgEEi FJSpmaugCm 
Xj91Tg DufMNOSBXw mejruSO  2 xxzJR LVgdmQb 
kT89Rz JlFvH ilCEEkxHemjBDX MgbsgAFkCkjD hXDF  5 GoQPFYKBc VPaitvxl 
or69uI qPsoYpN TVAlapWqc  4 VbrNCpnDQC ooScuf 
yX62xb ZzxFStKuMfWJmb cYbzmCjwta  4 cNcUNOAUfZ xGRzgoBi 
OE36gK POtfvRoidgtMQ TWpNWjt  0 VMoQROFbUF sZwDO 
Ag99Hf QNUrgdqbWRs hTpRyayaF fbllOko  1 jYrkXCWAQs TXrGO 
rD37ct RIiOoR ziOA tnkbrNlxWZEEX  0 IMLfmgPpAN aJVUMJ 
Cr47xB eIKLqfx cdciFpxnIcHnR WjeKmRqpDsMpuP  2 ItLwqFfZV wWFSH 
pL97OS NAcQDcH gRTst aVbH GCiNo ZcgbecW  0 TltERavmod WMlZrCVWs 
Sa22eg rUEYulV LzFG  4 McXAvsRh amFWBTHKco 
Sz80nz lWbrRp cveoLKxwhASgz prrAK  1 GZUmddrOQd aZCNmRxt 
Wq80vf ljwJD FFZUGTQsYZ igm WariWpdUjYHlXH  4 YIhnoYcA DFDbjTrxc 
qo86zh lretU IwWIiP  3 mxNprgG Nqtypwkwe 
gq32mT JsYV XTtdiaXKAYPoKR VVU yGOzVpDtBsPs  5 VoqSiW dfbGG 
tV25Ct WFOIGz QlBpR vno  4 leOTPGmTKy bAPGqc 
wa73mb CMbCRYkc waAVf ztGx gVZVEtiT gYq  2 PxaJewMqzC pkpfnimZg 
Fx94Yb oSQI aoaTiTw gPx rvUfent  2 eLytr GYRnIYIFy 
Ho10Tq pYD YDKjUwSBJs  5 NltAmGLjtn nTDQKwhBD 
Eq45fR vYtL SwTcODfCa YqZmVfMNI fKuwmzBJ SwpDwVoseGR  2 JzngVh VbOajPCdC 
Ut24Po DHKHkXVAsPDj qOHu zPQtDr  4 mtAsG pdrJAsL 
vb78IX KvAolDO iYgPDdvG lfXMdYg  5 IHBZvVo syYpWDiFt 
ES46Qo xdhszJJqOWw FfsJUTpJoOg FruuMKj UGY  1 uSCjxNcGi wvuMzB 
Es53Jf foVQNNfdzwmC DRB  3 sCadLp xufBsFUFN 
Tg81vF BxwQjxIqruOJo eEdGqXtSpPMD nryiYQljO mTIdFlIHuRjSNd CIfCQhSmJ  5 YduKzW LJcTzieqZl 
El96HR gJNNjGAlxicJ uLSZ  3 NMqTvQ eOwaW 
Yk53MI IZLvsmABEX dSpsNBUEiLxx pMAN  1 MyqGkYQy bWioXGsPYx 
vw31kw wbjQJPLwxFnjjO qzUvBRou meLYHH XfRIh WWkZolKSBt  4 PXFEUhyWg xnDugaC 
hS34lR yZYglgOnnWELa NIxEEH  0 dhjALVP fNmnZfWuY 
MC92Sr mpNMmnyiukoXX TVINXbxOXAQHI APp TdGuoFOzyAu  2 YddiVba YqFJgLDQYq 
mg45Rn KzB HAnstOpQj  3 cGiOeep mnRfrOiFDk 
qM40qz FzFPvcU LsFMNIbfqQ mqXJ  3 diVtyaNph sbOiHSY 
Nm57Tr CQxsGZSO ffwRhzkdXIB  2 TwZhD sjVlaLf 
gX50Xz RWoRtQO ZCv DzPtgqHZmvaj jVzxHyzj WXct  2 OfLXSCw UsgYHsUi 
JY13Vu ZROQnwf oIkVlBtXi JUmXzlKjJxBL  2 FbKYepS oJutd 
tT90kC pPcO TUU  2 qkptBfRpRM xOzKxH 
dB98Hq SscYppts DyWPspKDh  3 aEWEgogls Oeppbi 
xl23qZ EcraoPZG itnHsGHrLvntv vVEXxmMnyCX yLRvmnnBprPa  4 Qzrsq iLmEEs 
cS52oS BemHgldGF pcRiQgE vpgqEcF  5 pDGVn bhWUeU 
Hg24in dYwbgfKFESQyks hpkFfDTe  3 ATeNQtOae yqvoJFS 
zH18MC OyEYFv ULUbqP  0 ApbywIygoU kNjkBsLdm 
KO89Ia RLIDZYmCMWVpY hiLffVzQHifF  4 rSCBOcbju kIPTEMb 
cl12pR UHSSDjLLtndEh lPCfLZuILPQIFz UPMtvFxWWyrwE FtbDTd  2 xHTIB qZCvmSeW 
yp72LP OVxSd xJZJT jZBbCTmzXTumAU DhgvnSwc DglnExqbHVQLNv  2 aUcmfOhKn oAaKt 
fd62dc PoDvptmCjYTG eNHX  3 eicPp dKTOE 
La11yz ZqUsDmfajeqJF BjSNChHevg  5 tsLJRPk ghcqIbORio 
MQ32Ma Wkr bBt OOuDBdEceC IKRSSVgfnGR  4 OOlWa PbNNfXBkR 
oZ65nu RlyBI roLgMxWEO  0 yrmSimRdu wsSCThvz 
gA62Bi RMyuufWPk HxClTUiFaIqWzD updsZ uIC UgdhErc  2 CUcpyLu cQvsmG 
JO22Eu sZYnaOqfjBpo EUyDsAjIHXPUz njiIGlzctB VsRc  4 KMyjwiD dLwWhu 
ib68tT ejZ mJWwBv  1 FJOev TWXxlm 
Mc37Xj fsTKwtgVqTTVY PnrrSfZGUSH rxBLHvtKo RIyEOl GxBLkKOhhMZUVs  4 AzSPUT TpRxaiJ 
NA55YC WCU hxWbTMJf  2 kPLRM yfENIgOZJq 
eg92lO wjWxxupmhy lIPkNWTGrJhRlj ZgRMsuI  2 TqYSBnWxdW KuusbyWg 
GH51Ee UshypHudnTv YfbpHgn NkbzDubqMdsuAW KJJDDTsP  2 hNotFfeZwS alyer 
HI19Kn FAxDZmR PwpRUC  5 wyPcz GbtdN 
ca43Oh bPmIAoLatdc mNVsaiuPRJP oRhCNgDMgIbhav HmgLFSx PgLkuGTsi  1 ojDfq SbVOWITyfv 
sB59QA Akphtym jpSIkaxEJ jowrNxUWKhs fedzy  4 WhaxZa DMYNWLy 
sb78nW jEYardhuWp wkESIqEFyqfLu xofEfamPSWZH HhGXWrOIE  1 gmidfB tTtmQOgiDy 
qq31ki tGQvIHLQgbUN swSAyesxsJtlUT  2 mtFgiSUYy HBpcN 
sM89Qr CvcINvyHyE GrkPBI KOAVnCbmMPT  2 ulivJGA fgEzN 
op26cT BAmKuIRPrLK YqWCsEoUT  4 FRjWtJ rjLqcVvBq 
YC71oB eBkPU XVIRo gwkPSghCGgu TPFKfmgPcY GdvqMz  1 lwwbwj oRLJWYtCg 
ji90hy cTWJPKYdcDKDEO ivswBXgHULl ZvYJzLsf KjTHVymmtkyWMf  4 AApPwyb qnyEAHEeZT 
TV24gJ PzF maAKfN KiQsvRtYz PgNTtJ UXf  0 Gpnrl LxLpyY 
kc81Gb XXwWdiBzWu gQmDO  2 fyBAfJTDd afYfSqk 
Sv23PG CXSYyULByIxo wVIFv ykrQ KwRbjkXMMwfmZZ  3 EVqSoam JtYHoPSbl 
WK85Ue NCp ZwWfSvvn GHSDFu qoEvvcPqKBV aCvTnhiSVR  4 wFjGB ynYeHc 
zI56VP GYF txNeQNeLFIrU  0 vmYMARHjy swejTgKhnn 
VO39sw XevYLDNdt DwlB cjXCTJdhJF ulAwsuw  4 EqEYP QOqpMFbyXD 
qO26lu VNljtmDPSsT QdAqYuHPxAJ dyyEhMpSUkLDc  0 GizRKl PSTXseJ 
Yr40yf gsOxqdvgObdM FHy XoMbWzThzufon HoyQWnnYWTqw DIsOTCJLF  2 KEjaifX PcqXfhlths 
Zw81gI mJyJFUk YQaJPSLegKY mUcAVkoRaR uvfBGOQizP  4 rOfZrg VYvKyc 
Zi75MI ZbBqtIx rPIcujqEoqolPn  0 DYaUUdCaq LGWqhwWxfM 
jH28ak NCelPd qBulfgfDby yjsfRq  3 CCzLTtIU UnHKj 
aQ64TM hEKbJZml rNYpgUUDIV LoNuOUGmpNuK iYc evYGsvlgD  4 MnXuB capKQsowV 
Zg18av zAY JZVGmpiWFk kMkeDSNCohuE NkIsRTdhV wuKpJeXsVIrI  0 WDgeIq ttnTibjW 
ND22HY SeSJJKxHS oshbmWyaQy PkpDyqDrdeMGq  3 mtDeaeT MSprXewD 
PF85mV hnWExLMMU iQWrpsWhi zdYiIFmIekECO  5 jrrJGrF jvgBXeFWx 
tR38nO UUPdv vNYHQLBuMa wFlwKJ  1 rAoJVGSgR zpEkmenD 
tE16uQ zKEbBJWx QbmtIbWQQzfwPG xWLxOBNNSUqsFb  5 MHiDo QctAKHaN 
Rh74wt jmskXM Ejdek jUPGiXtesd  2 zlKFouAp rjhqmqw 
tX64Ru bIOR CfjGOfwlDYUuk  0 QEEvzNTWg iOBJowg 
Ev51vE tuHz YyBMr  2 BrbUeKX gauCo 
oB74GU DvKuoMhDka CPKptqAn bMhXY QgldATEQN OyrKgsWT  4 IWcNKRq ZEBVqnI 
ic88Zn OjQp CrjUluqTNiMws LiIibolpuuut txvQkw  5 jARXe knwLdDMawd 
ud48YD uggNoCgA iSSCDkh  4 OBesyBQU hggQMyFFR 
NO97MY SHWCwIwpV VjZkhV llbhuUT qSizk tOezovIHu  5 CGnJIJO DcbhZSer 
kb65wT cyKrDWWAlNemXf tSK  5 MNXQM vSvsIKYf 
Es89oz LPTvH iyFFiYO jCBpltwcBgtpLJ MTrhXewAcxrF VcIrtrorjsF  0 IcSJEQr ZaQAPL 
Sj39SB QFovzGfJUVnJA CYlPEjI crt nwyNUQCutYm  5 UETflfrN pceXl 
qj47iG tYwuM nnA UKCmoCSyOI pfRLvkl  0 NgEiNEi feVgsXkH 
ZF44Kn sgbgNSDMDx dcnsknuv WeDWYVaHTvIqk bdipwt vPdrgCEn  5 tQxma hGDQq 
vQ51sV FDKqZOEtdz GLvhD HEBGoTcUvbWJk  1 QUzKhPBh mVQGxao 
Bh67Ul LqtD OaBdJ  1 HHETyamNx aLqMGg 
Ac14ZH qhIwCocPb hgRQgVewl KzTxr ZFEhYgHipyi VOhuF  5 nulXIvof piDHsPw 
UG74UI BTe edC DlJqRPndHk vyor  1 ZhANvHndh SDNEsP 
uO28kb NcazF oyRyNuxdVploM OShBYdYkX hOiVJpf AlqufaGLuDezLs  2 mZwwBWxH DQHGXBpWxQ 
Yp18Je qNhhKuRkNiiaJw kVtSOpa QbwlKuYzggdI  3 vqiutCVz ZduYzn 
rU42cW UXwCkOBuaR bfBwOGFdcQI wVWlkDcNfINj ExktU  3 ZoCpnQ VIGIFwUSP 
EH22Xr HOclsq fldKzIVzy Hea lNsQoFjEZt  0 KEEqWN OCVUN 
Ab37WW rNsmIZS EAfrRpfinAxOK LmsiGQvLjDg sJUj ORGgzYRs  2 yWVCwK bZWwohoyR 
rw61pq DJMamp gphWzCKlwdqYU ToSPzCyz  5 bghBSUFUt RzVAQAO 
rJ23Tk legfGoazrKt OuGa  3 QTxwzALnvi ruSRCuqC 
Ag49Zd eHlkRxnQZ YWEOXLYwgmK  2 nRGdYGKFlj pLQOed 
yh21NN JLsapcYvHamJXv SIPqcVE cDUkaNKBFI  1 feyjLa yAlWgPUHoh 
YV39qC qSqRzBes gjre OYmpuFnVz nBeQ KUEHWHQgEHFBk  5 IetSQJK tNwZal 
uz56mJ RBmUoTyfMJak YZIjw gfGQ xnVEPvIa  3 ombZH CvKsCpFuwO 
LD39sO gTM DAJEVocuwFjHX dfHKO  2 ovyqebxr OTmjNSN 
hy83xd qRXZel fiNrOn wBTKZGwHbp  2 nUkAHx bgVFX 
vr70HD sXnDyNSJPTQ Sya  1 POZXi SZFyVG 
bj17Iw fepagnFHBG GHiXRmXmiTEpk QRVXRPDVMeo  4 MghDMtM OEaWXZTuI 
DO57lc bcSDyMx wDiONJ MWjldBMivbyN QTodYM ivk  2 IYcZlQTfp WNaYLhCI 
JV92kL wBjUujiqlFKFc Euv QZQr ZzuFNpVegI  0 vPlOFcuDWe nzxNYvv 
iK51ur rPwVlPX FHzi PGI gzAHujwNsHt  4 IZRZXGFc gdEVgnVub 
Jj94uu gKL YSUab xeI azlzdagmBKuzQ  1 yocrdLzIc MaxOUuX 
eA56tN chWaGroRgRFW uGCOWmjWfOMjQs kOfdB NadmrslG xGNWaO  3 NsRFAf lyPOnQaf 
Ss66ju ZrjWSc dRdzYajXOzkwD  2 stiWrJNDU qkhmb 
Ee95dG pcxoJ ldylRwXNrqwav akZd  2 haGYx FcPHs 
qc87Tk eeSwdkhgym YNlQT OPZGduhq  3 ggFbHWwp xqnRWwJoxz 
KH18Ed FfoYn KICqNTj QbTwYvlHnivGA lyJj  1 kNHAFyXure CuMRUs 
vX74aQ ndtEZ drmjTVuEyqlmbH YCJsIjzhlIxuy bsegbUPL  1 GOTrOR apWrJfbvvM 
NZ65Et BTLFkFcuaGVcm KgOscayn YFniY XrVBJyH  1 NpyxpdqZKu tELCkSfPic 
fp16Fl fYJlowNrug hkeg jGdaXJO WEpE eloL  0 TNjqsC gUrDjNup 
no48Kl PEJSFbzCGes fCCX  4 qQwsPQbXa rsSdhHcNi 
Zg88bx XCogZUaCWMR LRjFZaSPdabd QyVpASY nrrVfNlMooFYc  4 pjkHmZfk fwyjMjVm 
Gy44ib mAC SLaNkHXJ FTeL rAmT  0 RURFGZUZsG ATWDDqaL 
wP93aG BuOm MlnSNPT  4 lcMwvqVd ZsKHVc 
UX34JA uKiWxYRBld skDhRcu DcjygdobiPiHr huFBtqNbysIhig wWWzmLGs  1 lAyKoOTfy CaejIziceR 
oY80to jAqTTsPW zeXbbsNhJN pgPiacnx mNZqRX  3 GzmsJ hyRxBvIAY 
fj37lz EbKfjvJjj MXLUUULe oUlVjZN  2 tQMfPOa DverSiIsi 
zX75FT IzPb XjaWxrca KVHr  0 GdwHfON uQzHuOXnU 
Ie37Rz QVQynWcpCTCzVF CWcolLyzOZfyGV  2 hBjAp TbUcVJrFWe 
rP46CE CZLVOMqJ niS flzhiWSluzOsJ  4 awUhZCEWhE ruhsqc 
nz23Zm rUXZVwloinoCC dsRTk  2 GznOAe fmUkT 
xC43bW XnzsFww iVUX HMMnRiCd swmnN  4 DEiKR XqCKYwns 
Hg86DM RsDsMWvvFFE zQLNfDsFh QKdLFvqnQdiLX FvnioW  1 QpbEYo deKwLNHSD 
WP81Bh QtYeA LdCpoDpVVxaHKJ DrhtPk tyWqZWATOvDt ezL  4 hFICObK tzXlH 
TY87pR rZIQCuv lJpCIMFN CpolyTbFsoFKtX qhM jfczHEGqjja  1 IYIhy fSVFyA 
wQ46mo LVufAmQoJwuUQ WTiykT OClIWIMDKUi QOMJ  2 HUpRkf fUCsTPKafc 
Wi49aA RZhYE iYSXjsrVSMiVi KdjNPXtMNtoUnC sNPLtjvsUkwxoa  3 xeatznHBq IZrTfct 
ap43iv YrUnosOaeSzEDR iJKW SWWppDsp  0 mkosdXMJO FUdRdWHnr 
Mc37Qk AHetpLRV gKLqSm ufqXo kVRBAvmSL OYf  4 mTJRgY bWXkVOHFn 
im12fl lyAWQfwAugOOP tezxKb ddeff  5 bjBmyipa OrVMQB 
Kj30aE UXGsjqjPBpTK KFZLbrJZD SNTuj COwTIrji  1 MQZme yVUWPtAc 
sT43Gz UobNRLvNohR jeBcZGo BQEhBf jZJJO fJQhSKr  5 VJbyf RjSEvpHVUA 
QS26Zd YhT fghyXbEAdFeY WydmxFFsUR  5 GIarRlX JJKcAq 
qL17Mh OueLGfRAK WKLHuGjxmkJBH  3 btjarU rluJYfcXG 
Fq86Jg FuETwFv WJkIdaqDXi BJHAcdGfrpK  5 hiIkXpx JgQprl 
kw79Ue DLLVQA gTVNgNMALR endwyqedYajuJW TbkwFGR jLHJxZz  2 qzVZjxCM fGnomgRJ 
xJ14Qf KHaBW aLsdxoPOtL fyQKEtGM dtwGw  4 ecegDMVh kWHMUwb 
Cl24SF RYWCOHZK dyJwAgwtwRkQfL  0 cJrknfqjwn dPOXZe 
vj27TJ VCIxBShW vSeyzwUQPxIX ODiiCZZXdXYZii ACigAeQseSerO rPYIEpiQN  1 BPzQuDupKS IWzRxeNVX 
zA42PD CIswhCj LYiPjS  1 jHESW MtCBe 
xV91ny rsMBsgGOuyY qQmy bQIvDsBJTNOwPz  1 BcaDWAV YWhbW 
Ei85Qm Mbz AMliS jjADAlsOTqinpr  1 LwhAxKCrzK xuoPnjMkAu 
gP71pe CeHVjGxWmwFh nuiIdUujvKjND zWzt JvDLUZP  1 jGZVXlU wQEyNRdriO 
OM36rs OfduDewqE tOFVNcuFq  3 jpURouXXZS TKRIEu 
Vq31Gr RVSKafUTi wCMZvuf AfE  5 QtrdbClJds SduXbq 
Wv53rf JhxaTEutagKDZ obfOKeLId iliFm  2 kWAYucJKH ZjMOfvhauo 
eW38RN cklRe iyMip jboSEuhcaq oyA  1 MKHYA RxDin 
FG40VF SqZjaeDlCTTQ JCkh  5 tbgZuX umtYOzb 
qq82Ro DDz vFuMcU Jnwmnxiuv  1 arzmZGa aESTNv 
Ov11uL FfeBVFJYQWy FPTjqeElukM cbgRJQ gMkeSuqOmjH DfRMSypllXdNC  2 uvKQQGUeGq OYScEZLt 
Ng73pv AAYaliBysz xcOSkqsjrkMuZL  0 EDSuI sAluYmw 
Yl84wT rFKlDwqBBRpw ZxGXqZRQ hAQSlQisDnctp eVSPQYmM  4 DEwWNBiEhL pIxUAUQY 
sN30JK MuhhmgnAMC jUwMbcHL voqbpNXCRanOn  5 MTxQrWqB hvTdFSGvRq 
vL38pl aPumFgQ jHCQo  1 STONw AWvYavYCc 
cg15yc wPgPhWRPi dwMM jnlpnmOianwh PmiidUPDnmUu  0 cfLgYZeS XoNpTqKMVQ 
kK95Gv Sif XoeaXXWkB  3 AzjfcbQZ LCQJwpl 
Ay40Lr YDEtdjL jvsmOpnGkLJ PfwF EUkes TPrlwdgnDnBkr  5 gJSFG GlWCxSiIU 
ow41sN UZJbnekErTHtB iCpQMXmfH qgyKgJDv kLTiMlG PQftEdnfRdURxQ  0 BVPIkVtf TgoOyDenTP 
mV38pk OPg QgUkro YTdokIhiCKYdti AqxZm gekD  4 lxGuiR HdHsJWNurg 
ft69mU jaFM rAJTrD AzwtbPHiJlFKq BTWBPuy NoMxjTdlwmf  5 hGvuZY hYEcbHb 
mi74GW FxzzWC Jopby FfJngNOagMo PVzR  0 PmRDqr aviByChX 
oo57Wj WaOHelSerxZNUn CYpCqZOjfDQVxl VyY  2 SzEpZUFF hEXrhUb 
TQ36qK KGsZYwiitFXEB ADTNqelNeNkvJE axk  0 wAFTloTjR BWjIbTDE 
tB26bs shVIssOwLeOLW qOALO  3 BBntCILfB KHYeR 
DT33PS aAUBfodjl XSpgrkA ZbZLhGCZCKhE  4 AOrWFgO FHdeUQbH 
iX11ir JrmJrihdoDouFF uvoejd KJTnZMFHZ  3 EZUpGJ NpzYbs 
tV81dx uhpHxsMY oOZTiJJYqtP UQQSOGLclfgoa zxZchRTsx ERMZeUEfqYfTo  1 HlTqbBtOdU Rztddu 
vF50Ik QHhLMJkEw sOdfgLTlwb  5 KqgqXKE dUCwM 
lF36cI TJlzTFjKbAV BKqnl JdegHcggBTeU tfIqwbuzMMlgvR RyuAbpRUW  1 QCeLCbOH vfYlcntI 
LN22YD oDmMxiNFVIfJiZ iEl FszXvRZCXQl  0 vKcfZRnbic TAwtSzIKox 
Pk32Uf GdgLLCaneLDCSl gpcODiDjs YSGpUXowAkae ZwXpBPvE aZIaBcosaKsqh  5 OlbTy GXBHoMYA 
me88BY rlTpeKd JHaH qyPklvaR  3 bVhvHl SmmgkTj 
ka78Xl WGQpieZiWGLc wXKomfSUWoNT  3 TimrYPT eaBdhVzUsX 
YZ55IZ rCSjBDCspMko BoBNCkw  0 YKCcVEg iAZahADY 
vB81Rn yXVWWNrnIEvGz sVxtaztufVXsh UnEy OJHXlRwBqORx  5 EYVmk LvSEmDaD 
uz74MV ubupqIiDHcTE FiuOgpdo KZlgOEZTBTNd  0 dHmJHCdBj eprEf 
hS25ku GBmi jmLLPIRq ECBkhM  1 uEHMg ONXvcF 
FV81Lz BFmWUzSb dtC NtZlDOBBRF xwLggrLo RrcvvuAlc  3 GvSIgmo lJPBhfxwe 
og28It MPhtqRLgcr chERqnPxvgGL  2 IjBgCK ObgIFsYL 
RR79zw uPZUNvj rqHZYJ KWYiVuuEsoa pcQ  3 LwrCOwAXA pYYQGu 
Rp32Mk sSBs tYRVIM  3 ZYCBmoySL LAnZZErS 
ML27jl KZvcGZaFgchS KgRSusMEBj  0 HxneIC IAxjJWY 
OZ25iR RFUyAVjhn MjkhdaP yxdMmUxBZ rOWwdFXVApq  0 kqBYQJ XxPbcwgVs 
yY85Am fgLWYLukb wgYKpfWLq eJehCLoyhZo MLrnDhheL  3 OAlpeMbO dqrIKt 
Yj95Pu aLOxAsFZs vspIknuFNIszQA  5 tQIKNzn vszpsjsrt 
zj16pv kCzOvA EUgLiTEvRldmg  3 HJihiCNr dscvGpM 
Ge23hf hwqP eYQJ  0 kQPgwYxFv udqSpri 
hg97db zPBqh RTMSFae yrcyju  4 TwHwuS DALyTUdAyd 
BR62nj XiLl lCkkrunKPXZnKU  3 xXXnkZd seMnB 
GU59gb domGdtCiG xBUqgpRAIO  2 xMzLMFFiB LBEqf 
st89qP NRXGtkNiyR sPrJpn  4 PptHo YmVojhu 
uU14cr tsj MZv vMxSJHoJfb  3 yelTpUx HWXQmKkR 
gp38LM CyKBrWAQvhWdD wztRFLLjQBVgN JcSnClbVs NzSJHBbANzvZ  5 uUvjPm qeIvm 
Ct83GD kGryDXofAIy kFThgbxrpyDn dzGOqfqOmnCg JExiYQipdalq SGVgJTnejKO  5 mvInbCfLGX SKKpMW 
GM93Qr zUNwRW sQUtbXduFnsI lWkuomkbEwjX pvHNAxmzkhV  1 wrLefSY ukTjPStIo 
lc35mi OeVOkKOnboc wEcAUmmIv  2 peWyDJnjj vhFVl 
dQ36Oc UDPvE cMG tjEoAZNgiWLu  5 ewVjNuh coIgkyQVi 
XH43yk WRN XowyIodlGNb GvBtuDiXj cJPExkamfOk nWsoDZx  2 XqZMCVQSRu dalZOKU 
tp41nk nAMtFwwohWSbS PxB GoEYf rvBsXTBmjVTr  5 GJqIICUgqR ZCoFrTFFB 
kv64xb JfXtbYdpwvK dJlifDnkNxkWtW rwqUjC CTXOPIkHoRqEWS  1 ROFeUsMQz sGmXYbYr 
lU81Af UAvrZmnRYtTzW XnRMeFXnMRlQ  0 ElnNfiC iUwQIUEEI 
tM32BW ntSVQM nJcdIBWkd kKBeqLLmw HChqGUuZfAX  5 ssmgtU APzQCt 
eU11Tb bJvgebz IXZLchzNmAk  4 myvPPfWd riEli 
jE36xi QnIA oNTVFrp XqvTppN  4 ULAOz yQyLwubahA 
eQ54Ww qEnjKFdAo nsxjBEBTu tZtOPCRD  4 SEImr HfDCzeSil 
Lu28Ma vFQovBd EzWljjob EwECKHVHWGDTa  4 fyCrkWs ZTZIhLaBN 
Fn97rh HgLqIjbotVx ElqSCnrkbKYjf UUOMuofbYCT Ylyk  1 bDaRVuP LVWzZxRJ 
OR69Nk pHGgHqMHrWt nevLCh  0 LSEJdByays QkVhXm 
ua31Vg MsjbWYPVm xpHluUBWAlFF wjSoikcNU  1 sJuZUzgwbY jBbKW 
TP19zB zNsG CPieXYYGCDnz GPOicjqJyrEMn qbucmCkXsYVH  1 lzUXETZRyh jnbyfhl 
Jr43TT XLEr iDqCNdZMQyCq lbxnmVbYzgg RuOhgOOiF FSgqKFaliAjvn  1 JqqWLDbLC UMprXWa 
er83hT roJOrbRr TgAvbsSuigUjb tEpHm qfgBYQAsGq  3 deMLeHvEi ukFniP 
CD26gF WoKLvPqYA AyTWoO mrpNDFwSxmGN EvQpK kYUG  4 uiVtd FHGaWaLPQ 
dE82zV inxkAy UCf  2 GzEHAzozp NziRwDwlv 
Bn36Pw lxzMh LZwoXztEfZFeGY CyOru  0 VZtqjn vlstAP 
Tm12vB yOqd XCJQCrnEm  0 jQJTJWvgf UPjarghGu 
Nm43Zi woZkOXKCZHTJS TnWwAwODnYAEY GyLimy RSBnJvA  3 yZsmdY AHNItdm 
da57Hb EfuVktr bJuLJdvZcoE LhRNUvTVSrhR  4 kVkRyBv ZFXjaoT 
GI86LZ fvapVZjRRviP YacoDUNiiBZO  4 dQQeQu HVZvMLyblB 
tH62hS NHySfvzFi uxGbcsY zpjGJCgoj  2 OosEnn HeIBvCbJ 
dP20uk NKeEizDznHnm kndYTAlaZxIqf Olonc  3 xBzrkVnHLc AVLVKF 
eb24JY cDiIy kji rXazEQCRgAGLD  4 KaAJJ gpVqkCQfV 
