DIM_BD 25000
AU11SG BHF oSKqG  3 iyJdmOrX XGknaOtRWW 
ky10Js EomdYkNtf xjmFutyWoH LsJYepOskKzb DNGzZZGeWI eSdclc  2 sZcebTJop YKTucn 
LP93fL epJjZShQ lpNsdohdwfl kQxyYNOe AKVPNZOpCBKb AjznmBBhkWNwQv  2 hyyKAo XzeeNGSOr 
mb68Ib sImACZQPtMUJRe XZntBTdt sGXktROsoDzx qrEycBeVSnkk  2 FacAQ gZNMvZCwG 
NB99Vt FueyRhI EqdcQYBrHaEo iwy EaGGILgFcabvz  4 yRuIrdoak PNnEIbpU 
yy71KE RbnLRSTr Bsop ylzLGzGLNkuG QRjWjEsg  4 wELoIJONfN ZUGjl 
Do51KY RfVSXWSnFtnQ YRpJHnepnJ YUQW  4 QTcufHQ xarSw 
VN87Aw GlxJf JQFnLaB  2 kMnDhgAk dtpAQZpUYv 
hk80DO YgTUuWwp yeXeykKNiKC QBOzTVKVTCjw  2 DllZqnpW tEpHQJ 
Pt47mT aJbZMcFhMbeTK FGWKNFiC  5 WZLEQP jBtLhan 
Ps67ul aWHHnwhsa HqYpWlay ygsa XbgkRZtSPsQZ  1 MdXjOUrGiC JFvekfMFQ 
hR76go RktrIylUjsOO CcjiysNK GQJyPqreZYxED YjZPUTAVrFbAT  2 dNmJi mfsqtPPl 
fz56Dd IILHVQsa KjaAhVzEb  4 VBnBHEXnP nalnOmoM 
va54LQ JBhIu Kmv  0 LVxbw xtblsciKYn 
IC35aj xIQWGH VyoPseVffHP  1 phbKt VobVLErv 
YO49Nb jBkfmryGVBeIf CcWnc REojgowTtew elb  2 DaedPsCjp oUUVKH 
wA31ch fill vUvJmxKPa jVjO  5 raTxVze fbBcHrL 
dT21bA RzIYlBFz MrYLWOcYJ BUmPldiEoHrhAC QOjeKRRa NEokVVrPjEZjM  1 ILdBdy UXYsDiuKV 
aU68KK Inxw uJdc xkhatATEVbiLTH xJlA  1 KmlKN PtNjDZao 
pX52wk yLPAbnmfY EviUe ntFmSasna gqEjTOrFY ziHZ  4 wrKbyRHNC dCqYHYb 
MF27LB nPqVHwDF MLIPQ  1 BVFact hqvxYj 
wQ53pm FGlZiNZVpd JuyRiIDXnFZcb  0 NPcwQdtrbx VfKdMOmiX 
CG43qT xRdar nDWjmsbds  3 duUMyMP hdqZGayO 
YB63Vz bTbacMAqI XwPuAW dYekp  4 fRVayC gZQCGa 
Tp44AG VQFZpg dSEYt  2 SXMzAXJRqb GXDdyLK 
EW20QL FujtRHR tXNryzS OfuQrc AvZoioAlg naEXd  0 NwQieT EYEQGisnT 
il42By YXvUUrUL ZyMcy  1 OgIHRhdCsV PiMjYVq 
Uj70ef hhspljog YYYMVyOpiJ qQlKtm SPKBFvvnAsF  2 XJbFKAx XSjeIuqgo 
ff33mG XqTXA LkzW uLu vNHTXeYd  4 QjnUvc jzHwyLt 
ZW41PG FBIvmEgpRgBB UncFZlye JwJMrJx UaIQjmWoJ OQcrlKoUtqh  0 ndFNsjxrF uPNhEQS 
kX11mn fsfCrxAyP jDqDpOjT JLi gWvSnVeC  1 ZopMeYDYqA EEiVMjfbu 
yP68hb swyS WNKSrrr  4 TTdnCy IjhtUxqe 
rg42XK LSjDoWOyavlYwk ZBydviOj  1 UpjfOmiC VtqHyZA 
gn37tc nKeli BFxd gXQAJsBX WacqLaBDOZOfTH  3 JApmTuLf CPkNG 
cI83GU pDfhFaAq ewLQcJRTMka hBSn  3 AkZkv XTbeeI 
QN44VB yVANDkXyxJ hVnE ORwPYlYuYbk UGouQSncCGhc  5 faEye uDChfYr 
JY89Hl RBJyesGBLas sdmaWOYlsfr  3 pstGzQQ gmXmh 
yY39qg hGBujAMJznO xpTnGqWVKL TRhcvCWFW  0 OsylYHpVp RVCVWbt 
Zr47jS pZYFtSQZgfujE jLQhbaDMCOaMG qHmlWzs mDLcjsGuoCB lWJ  4 OsLRZruTZ LtPRUPzqV 
iI71su QDL Hyrpg  4 wldcvPUT VzGCWVDgpT 
mD33EY OLLM KafFs NPbqn  4 rOZIwqWvIx qNKOIpGPRQ 
Ab31UD QqtRhVBrIeiDvH xdJFCj  3 zSRgQMt OadctGTJr 
In30wR fBupeSGKGJxd PpwykCP  4 yvIAvJ lgXjLmJO 
WX98Rl WXf nEo GkcE  2 HvInHD ygJgjhATM 
Hd70Cs vCZjDaQmjWSgkw yNoCRIATUMSq  4 TXiEwTSSNz zhKnmkZq 
Lg98Ep WWuiRncPOyc okknE hMnfnB YKFtyiEqsfipqD  3 ADnRXUQgV dHsRzcFV 
Rh42FD cqWtfMvNQTMUPz XKaMjxhS XcYNfPc saNqOsw  3 fRWfPTYgb hDKnvJgR 
RO23oq ShYneJx YGTGbrrho lpCZnAZOn  2 GgHem QFzxOG 
gb79DA xZiwDWnbKPZ sntibDzQ dSMeRAWX tkKnK  2 lzkQOP VspFiMJrq 
Uj46iR LHPFwGSAdSdcQ AxHmWuYkdeXDZ  2 hSJlBm jfxrFLZh 
Qv87he MZP DNndfRv izPDWceI  4 bTaEJ xpLZSYJimI 
Oi14YI BVvPhX fbAPo SaLBY GtFAmRRoRpx qTTjG  2 zYrvUfxb ejKzr 
GQ46fc wsHUhpelnhKb MELGr abDQmimXVyH  4 SUjLBxdcU lWuKTXf 
jM65RR DCtwHa kDCFHdZyJIHGE ogTDxqcCSO HeB ukuAd  3 EGBKo kxZdTbb 
bC19sY mcxQfz fZWM OtjSyfCJi QvXgP  3 FlXfsZNelz LlTZAF 
fp64ON YFuoi qpbMK RprbgaPPk ZBHtZ  2 nnHerBTX MepjLTIJCc 
eY86IE pSwZv uWbeqDAJQdEcp jRMYejU FEkTVYRLrAzm  0 OtIyUcL WwZdUF 
QR27Bu KMgoJDhUx XDmkx GTITvKTpW WOPvlpfZdgFD VpJeFp  1 CMCHJ tmFesJPZ 
Ct10eT JfoABiPLnr HxR DoExN eXJLIc EkwVn  0 fpwsEQvowz INZBsa 
Sf40oJ xWg XvHet NzhlRIsrFZJVs  5 EvCmmRupFM IscIx 
Yn19OI vXgaEvafyXPET JfqgdKDIO  0 VPRaBle blaCLC 
CF43mn wssTgEthUxZs VLbnBb eTJBZIGGd VgJwGtKNacbM  1 gyGTMYtu TPxHkD 
RI76pX MhnDSm EyeKi LZhzaRCf DjexoVWcK  2 YvHBVZQjc EPynhsA 
LD91zZ wWpptgXDJo JQGOiclHnYj  3 hZqYFri eWcBkgLa 
sU53Rk vUsvF gsLgS  1 oahxmXFh MtIkOuUWQN 
pZ71Hq KLcUxyrLOrdxWr IUCMjvhwGqPPJy cialJY RytAIyX EDsyIDk  4 JetQq eWqYdvxOFz 
VT52TO uewSR ugWOx IdxCUHlYR Lbkprze Ymm  1 HAPfxiBR InaCWjqDU 
EV82oL PGtdxhx TDcYlHCjJ igsOUQG  2 bYSgmZSjF UZQRheGOxz 
aM41dW FtUJIiFfQHEYhA LsFIqzu qgPlswOjdvyHC veaJ syCABEcwhzi  3 JvxuuveUk riYzIIMseH 
vw23bK TFmqML gcgHjyCeRI  4 fnJoHgl PLUcNW 
Vw75xI sDmuPs uzpW wbaZR zWfGN  3 vhlAK HKqpxQsyD 
RP20ie nlD mWahJYiYdOx OeTVWUih vBbNtfqfsybe  5 xEbFiALfF KIfYIfmr 
Hd16gv lyBoEAOI zudVkdrhhIIg aMdKRAztj  0 LsdOAyjoSj vWbKgnEPA 
te31Ev XbyFSh cjymXFrqw  2 ykOEeCH wlabT 
mt83fs MGZlI embnABloV NLTUxBjQfq dCRDBp  1 kLOQw cXVLJbf 
hB84zY WxQkHDqxDAOE iOz fHE mqWIKHsnLuW  5 wCWhdrtkyx Hvxab 
yq18tn pWIbKQqM KDtLRfBvXQr MeofzNMUtgSTo opC  3 ICGmqi muppt 
CM30Gl QKGh sIjvAX isDZyS SpuHB  1 MVGhQ cCKyQpcPFV 
rj37XJ iIMmmYsddQsu qUtMLht  1 RhjrR vhOCK 
TY46Zi vAZUa TPtXmtgvn  0 uBcNLuG pMgoJggZl 
PH79fe qEsjUosEJYsdx FVfrw KhcwbEpblKeMy ZtBXnWgTccY LWUd  3 JiOGHTQWx UDJsZs 
Wx37Nw REFvoqqpd WmXknVcUy rRsAuHxXCvZQlO tCXCqPHvzLFF  3 LXJVsOw khOiM 
vg86OU OHrFvZEr hnRqPTYadMYw ygyv  1 VWcQW RUVWQj 
ik31iY pEPEBqnGhuT VxL dmUh  2 WItcB zNRmh 
BH95Vl IRTRbZNGHOyy tkvJlyyXRt mfzjhcc  5 LRSMHT QbPVmDm 
Wc11Mo cwwuaQexKdW jskzq  5 ekbTSkSc WpseLWF 
GU41zS RPGXNUpj pAOfMenPZn zIHcViP  3 wRQrtai OciwlKUS 
Ab32Al JtlomizGiQT NnEXC  5 EhYnQfNw ceVuY 
PH58GY ZVUkqi EKOZdYpAUgdFA ewq  2 AJbexENLKB YxHfIQBV 
wF83aj auPFHgXIvKaBp Bmr KaZnMcTaK dAZAFvTOIBAzH  3 rYOhXV OIkkHRR 
KY59Yz zrDuLj LDINIFtrdqiEm xOtfi  1 FBZKwm oSFBLlbaP 
AV85mJ LfLQ rDQfPxNrzXiw tZQB jbkdqKgwbqJOV wZeEZMWvzDVH  0 BOkWOK SVtLSBEDh 
dX80Jz MsHZs UunM YZMXuXHURN DDsiMNOiUPiZCZ  0 Vclkn wWMgzDlgg 
ez55Vj bqQTWFKTac XHj  1 mrWNzUDtk qVVtro 
gw92LL YcNvhvyeMDsiI ykFv CmsvEMKDQkbU  5 UiwDGXl PpUqtWjlo 
WJ12aT SoSIekyiO OPlvYzWPauBXta  0 ayKzNButD mbPVQ 
dx17wE xdDtGvoFzijFJC NIwlDKg yErrrOnC  3 UYvwKA VKvZy 
sw86Kn bYSplB rWlUWkiGjR aWMetRJbk  3 AJDTK VWepoOcy 
qa50VL yyXnZNu VogUUdbsw WdwUsBgBxaPW  0 ccWzO ZmBLnvB 
nk54at dgVIK wXvQZiJFPb wPTislFfEthOX AmKXk  1 QWxntqYAVG ermVNb 
WN64bM pvQwOguHCl JvkcoFGOfOJlgh Qpvazfkzp mqwC jNFHOsaDnn  2 pifgjFHUAg FIKJRoQCJ 
lm69aj DImJjUvZCI hAH nNKJbyFV aZWXGUEAtg  5 jPnnMqCMg EItlOT 
fv92dF bElV eEyrEgCSExZn  4 OPFXaxDVK DbSbIEKrW 
vI33Hd GGKPZtnDV WfIDorORnjR fWw WqyvUytiEL  2 vXgwxYYf sPFQwcDti 
Wv23OC tOpf bFNV HdoxIyPNPCl WbnkE xSKAZHsPf  5 RTHmGLRmUi ZspjyzpFm 
rH36AE ZMoXNbsyRg nOo oeiYydgWBq aNVuvmMjZCWt GfnVB  2 bMwkx tXuWNFjkhE 
oE21KL quMaAamyph GtptoVeR xfBg  2 YEkpeMl MBUBK 
NO64ze NXOayMiFCMnrC MMaZUiBZLLblX fxN gmJf JcTpaxOH  2 Gfitg GBOwWVZ 
Ok38eG QyYBOhpAjnEhjA FyWlqyoSURrIa ybGscFecJLLUTt tLkflYM sAIM  1 MAwPt nfDNGPITo 
WG82Do TBdBAhiM BBeFTPziczEbC  3 AoCbi yihUH 
Vi85sh IjRXYyXpMHrRQ MZIXjMrbPvQ PIMNd kUxXymWhyd  0 oZoUhv bpzLSe 
yf87Uc fxzqXvHWXwb OxszEIish  3 xvqXx FTnFV 
Ms12tq hzReDkgDBAPXe eQWUqSsicUgJKu  4 kETbmiL qlQlONLf 
Nj80Oz BtMTbfDbzznv zOSXU bfRFiQtR eTLwmbDJlAe  4 xQDtx GJIAvtCL 
fS24NG cnjWmkYgiTXN DFWnpstCDyj MQvlndAf WUHcCLdjF  3 EZtwyFEROg ailtIQp 
co43ir oKrCFUBtIVquC bhGQRPxnDwU  4 eTOsVndf kiiQPtWoae 
wQ82jS QCtGvi hGJ TkUgFtGmPWD rls YQuvzRzPo  3 ZDdkJmO SkTuOZ 
BV30DL UUHCNHqK jVjqSUhPfY bBcFMmBMwkoQv hzVjGYTMicI MvWbqmbgGXJ  0 XVvCiYWLDA BdJol 
US90ym GtklIAUASQ QHIsH yONnfhh etIaOTQc VAxAxgdQdRoO  1 MVyaqn UOeQRF 
XX33MV skPgdnAETI glcgFplXRJdJsP  0 HvJAyla UhskHF 
Ea12wm lHgZVrDOotS rrACygKCCaPjQ vjjxv wdWNsDPXTaIT lnQsfMWazFQN  4 mHrhuct cJjBjTO 
go50sB obnADRd PgctFm  3 cYdnpamF OBQwjeI 
gG91Ct YigJ BJlaqDKFn Gqz aydNQse EHbTtuzEmA  0 jjchANgZT qyAHlviBj 
Ts84YU nAnvVtV lUtISXiRfZMsif  5 BfRGAF RGCQjPIPV 
Ev67Hz bovWHAWUnb mqVBrSS YLzXirpaR KwWtUHRgtnMxXX  2 efRNyZxTGx laaefctP 
LQ70NH XMwcouKdebJQCt FzcXKGJgaAV RjsoBbKqBQ wjKbFmtdWUSkj zgdzkEmn  1 FXSzewee QxRQa 
xf21Pl TlrecpjL KiuCEfRbZ OgOvJbTNKihiS uSOikylR OLHWY  0 FrrhFHJDX LfvgN 
pU78KC aOLoCAouwNy ROd TzHzzjCsDzur BGzJhXCbHMIf sdQKWbV  0 YXBUaO iSApKxD 
KV65cI JrwdKVMF UgsK  2 Caule eEQoLLzaFw 
NB59jX niEnb uXEaxQFqSwvVw  4 FdZPOi yabuYPGJ 
bx22oO CAHeyzrNPy GOeGorzBCAzqp artEKerBzwJgaS  3 akWTUqi JjzLocAHmX 
Rv39Dn FPR GmN  5 lAastbZyD WopkdQXvJ 
dc48Ff NZTXMBjvz jKjLm  2 WWWZgzLqp SlzCc 
xc98km PorEUyz iliEISpTwJpOUp JMCnRf EeQHUZgnA  2 nONubsRdF lfLNSu 
nE98Eq kJWZP SXkzBwYsHTtZQ euef  0 dKTdtahnQR KYsIqAs 
zL96HY oOvpbzVJKurE lajJjy  1 iGCHYuTgf duufN 
eo91lv EiOpfPmEyEMpX mTNGNNxSTum jEz  0 DdtRa JMLxF 
Ya33sm evphgkmxPzJMJX jtRcxbFZjN hQKlovInuAQpZp sixPxgq  1 bHFOwuxCT mVyHQj 
RI66mJ pqIL FWoXH aeuBSnGEgBjP rlkJQFgA OhgbTs  1 CoEhZVz mNycOTOfs 
rJ25vn omCMKFNblUP qgT NkmSDdOpO  1 JgDqPvy vCdDWHiPY 
jH61DK JthWmkw orAwp eoRYbpohJqIG  1 aYDlpvaIw thlxMFT 
DW56KH PBKcFF OwgQKlmCSa TaxHuR  3 LByNCKCvKU YsTZMLc 
UC34RN AjPB hxe cSiUi yHxXXnZhhHC  1 ozOSYNU ArIaXOsiB 
aY25Qf NvOzEUaPSAKToU ZjXvdFEAwyVT fwJuLOfVsDp ZRVKTrkoMGOb wwcx  0 ZcqTVo jIbteG 
Bm33CX hiKwKWa JXRAzTVqJOsvp OwG  2 afwmzluq QwtdFl 
Qv66hy vuKduJSTUh QkxoTBBDelTU  3 fEgYDs LBhIWpobK 
jK78DK eOaBZxuAXME KvuPnG SEAOn fFCGWSxXkUGl  2 uLxjhceieY cXRQzUCTf 
Bl25Nn kSYdrxDwz NohtCVticv Ryms  4 DnuDCjr HXyzqI 
ar16Uv mMsBhrxoXlhgJ JRIYfMcr jTJYpzEtA RgxLHLYRRj  4 MYILXjXjin BakCr 
IG86SL hqbVUrnzXsbta etRctESwVNTS zNZYmSJl gBkdkvqTPT ReccxfaULOLmUf  1 Nwsty pimVyAb 
Oa34Bs gyNGHXxJgTdYAJ OlQPQ  0 VwAXEcGCv gTJDl 
kB26wO ZLdsQcO WiKbIHn jkhljVTNclqnIc xZwfCZBEGkYec dSTVEyvpKYB  5 nHuvoKkzx jwUjbJYK 
HA29du HdNDAzRyBHCtQT jGgvvBkSFtG sxmy fcNY  3 EjUoewCeus gAxcRvnqNY 
NU63NZ EsjGoKhmYdNqP Suuy qUQ faeuOgoUCgppNa  3 nEIIMVSiye nIIWEGEe 
sa82DL ckMSUIi OeeDnjUCrktixv VbgNSxaTye XkNEDpsSkAfvl LEZRnf  2 wepuD iUVsBoDko 
pr40vr jmunrYdwFox ZIcBV  1 hoCOloztv HzHmgKcX 
SL28Cp SNhNEFdZ dNgWsGezucbrX  3 qvalTv JAeKKMo 
Ej71Uu RpNFSIfDytWq sVxFEBaYl bYqxAEpBT JpKwo  5 jgHdN mInByiG 
We45fS DKwGTwhPKb BQtByUDz  0 TrwEgQD ektAuqNg 
RN30LA yRP gUblRrADwFMY  0 PRenVwUO qPMkyKJD 
xC21iz mTjHommwt jekLpBpZhhM  5 OYisnLvbV iAujuKGQu 
Th65uT MgEInWrGml OhLCfvK YnEBLaEjL  1 JnBSkHOre owWJf 
vE40FJ rqyHxNRnVvtnvq KMEfMWRzl  5 WPAiVOUNue SbnUNizu 
Ws31Sa XwdYDbi KvHVZ YAlHMeRsum AQWYnms  4 hkoMhp gTvWF 
Wt78FN LDwBwZb FyzBFePqUMfxis jqlqbIMOFD xNaV  0 esXhpnSUu WdduGbwlM 
in14jr sSvmPIi hoyShUz kkSxKioWurd dOKcS  1 HTPQq YgZPkhH 
Mu93Yo tOmol TkdkaHvVWKYn HZGD aYFpA  3 bWdpjbNh lEQjNRpq 
Fi91sG rRITu JEUQtAp JqsvYobawJf  5 fDMiD fFPsW 
IR46gy mXlienpCoa DzEzZDESZiKN hpYSm ZXMaOdec CRGkH  3 ByfmcYljWg DqWMHwaLf 
UD20JJ UXNNWoY LpsH lVmorHAcK BFx zPjGwFMbuJbz  3 iQutsFm tHjrdar 
fc81aa JIHp jKNfJHLo  4 AiZWiCCE SePAFIKPlX 
hi97SF pgsKWbMQwgIoN iAhqyNHdSDhg WTLzKvzVLP SUk DemFLmDY  1 XLJpksPiu AwgzLIAK 
Ps71ZK eHvxtFFHZfjKp IQYMoanRm gdsJvvPWus  2 oMIfnXz mGlBeOJdJq 
KC91Sb lyNPBC qbLDYrlORPpzOp qTiaGwdH zBhsuzir HYJTZUknLJ  3 vTkiofl rffXVdk 
Mf91Kk keWY uangkzGnLAK  5 dpBdXzKqq IphFpifcW 
pA26sj IGiKriUKxsCs czdB ZXicUUwSR  0 nbpSxdlo rUeCAkWNxq 
Ll67Ep NOM eBplEAz AwpeoAbpBujhma ibkdKfqmBv  1 YCPSYyNmF dnICoXyK 
XJ66Lu OtktkbA KqwCKg  1 XZXsRkfugj amrAtesRd 
vz90Mn MNWUJV TwnHQu box XgdQmqKMw  1 CvSoD xsoOmuGLS 
jp60yf XeLocKSo OUSouBOkSi zeFMlnBXzY  2 WLeWDNopI hMHcrec 
wf97UA xbmFytOXcdWynr JZo iwjy ChHmwDAZyoVhE TlMAb  2 zMpRxBJJzs elrKQkchO 
QN31nt zEjLLDaYlHNat ptxgg  3 ZxUpYV avARtBd 
ax72mF VIjPWuMAHyraZC aDdtpviyhZDoVB LHztG gkiylt DxvCqtwPWTs  0 uhTHXxanr iVDFEr 
Gn45Dd axmaN vbSjoJOWlSbrA JBfTUZ vjq beBET  1 rmaNZcEJ nZvZEXen 
OL86gY sZmqs kvv  0 KaWcbUOi Tfgflu 
XH72Xd qCigXlYGsjX hwhkxqcO QzzQLWxYVagD eqBWuxCn  2 uZXNmVZ EdEIvbh 
ON37jf XWdHE BXXWiVvHmfUW DVkzKZO  0 EsweUJI pwGzYXZPBV 
YB11Qc bLmpkinCpypQQP TQOwBEnwuEHRY tibzsS WCQSJooRkOh xklVEGQdUq  2 KUUrc vbdnNcIkn 
Fo44SN wBzASPqJBr fuLU rHodwZlDqfBx qFtbEJZDJpv  1 TsUWLee XfvTZ 
or38iO KyEiWD kcnDeUfGxSYKr xdGYwmxnSxTfG fsPdiEqbaOaKa TiakssSulHoIUj  1 aSyDJM FEIpmE 
hX25jC EiqozbsCoP XKddgceujxSda VOsxKUSGyehba Xvs MfVhdwmFq  2 PPVQbExI AJxOo 
BC75jg COYIcqX WYOUuNtJUlnt PPROlPRd  2 feAMJGPrZ vTQrtRNQF 
bk38rg BXi iNXzXdU ZgtSANYML vErIx  3 XzxhKFg rYXWWvjvu 
iu28fs epanOULBb WusnCbcrmA  1 rcBqikNekE pioKyBpYzv 
NN35MT adesC FfGSrqYfzhSP rIUxQtA  0 ISZUFiffU ICJhRTAF 
vG87PB QMLTTn vYmqTeCgM YEpLwmsTV CGoYe nrkPYjsEnMTYvq  5 HKSbGhLa GREvu 
TX22yX pgcZMEWJKDQO cnmFSGpGdjqu xRlShYtz sfFTLuZcxttue  2 wrmBsG LXWOfAw 
jE88Gl IxGGAV Fle mAeFe pTSycAXKoALsv KoRfGgJf  3 dPVuGbXiJv pjGsBexT 
qW35Jc iXkl bfxJvSDjWv WTG pUKcouxaMmW imUjXtp  5 cnleZcABH tVtOWH 
JO70yc gxJAHnr kCVTNNCYTM isSCPoMfzTm  1 sicLHCc jOGRsm 
zb60Wl ZFR QDy EqpHzusiaUdZ BLe  5 ySyPSg XVNCI 
aB21Op hQEWSCoDpSzBcX wjZOZSLtvbBhb aCs  5 oOjEgjEe mzOCQuxll 
uv12dI UKP tIHlQGPhy  4 AkqgZ zbXdD 
pY15dR mZWKgGsS eRJIxg HjekPJ MNXMFZQSm  0 zTPuvmPjcR dOFpmr 
rU22Ns pWhMnyswRu scthpRcgqfY ejIyt qrVbprxsRd  3 atahJccmpx AKRdg 
ZI96lV CZzbouoLY WXsykj  3 CdRCAIJquL cOysbQ 
Jl67Tw KACJcsTGWMnc exsVMI  3 TReQF XGgyChnrQ 
Ej58Dp iFNtYU OAtMaKuCxb sIbGBYCl vWsXFRCjAQumKt  5 fqpcC ziQWhCDz 
lo84vR kJBrxQIrgr eCGxNXCMgFahV OqdtMOUo  0 WhSKHjfKMa boDvKGkGAz 
eu99tc FYWcMuCPU BxGDbuNjyNXzH KBfzEwrKVyHTnp  1 hGgBdcUU DdgTwDZRij 
PZ44fn PGXkY GptEaL  2 JMoGBInKf qIypoDC 
cQ33Xn xdeFpnkWdbFe TtLG WUEaWfZtBZwvwA  5 DIsfj xBvmHPY 
WA25pq vsAwvvTfSFNMj vrlKS  3 spTyhPvlT kbHvbCfTT 
YV69HO rRGtCU GoGexLJ MiDiCgXdlkz AzCMwSGqisQs  5 rOFmwgEQV CKUEXVnOl 
EF62bo LIaN wDogEqxmsPSrzK qZJN kyCUnUs  3 ExQkxc grSfLJKoH 
yK30ht xpEJbq uVbzooqazLPcoW  1 vWBMJhBvrQ FAYfi 
ae16hd VpdULsZyGhg hGdLMfqpCfQz yQnztoEeMCI rabpakHGl  4 pZIHyUL HmGllCoz 
tw82TB LBSdB bKQ VZMRqRQxvrDpD xYNRucwPcShn BDrFAJYnYQd  1 fnnfaMsMB oeFIbYTYW 
RW41sM xEhFmgqunaQMi BJnP  1 AHJeG tLyeiJZ 
Jy83JR ONfkJBiYCZS luySvDDVsxlJ FQoROmLbykkx njTMGWZdi  5 uuGUU QyiOE 
pp90FG nNPVG oAj  3 cQKUWCfe TtdshLYX 
ec56ir IRPTIOl JXdiYqT PAUVylJ  5 NocMaFunf nEQtAENVG 
sL19ev KHtionAQobTbZ PJgYevdXoco sKWO dNuYXWY xdgj  0 fojWxzIrpl FBDQg 
vE83xU xpUklaR UWjzNvYKfsSkNz yxTjcGOT fSRMiLEAS  3 fpXNqrf OZwvZMnhi 
uP73CI zccyhVvHrBre okcLHKWmxMIX vqgIzJYCragxqw gickmYmTuf  1 lmRCcDoMYv GXmYAQpva 
Yw55MU jkUJPvKIYf vdZRZI SuM IxBBXfhFuL  0 xgrLsRvs gZEGcfhfb 
uU71gZ fqQ jjWsekUGDX zlVbyTtT  3 QEjsJCIe uAfNIdS 
IU70iU ytmtCRQbgS XrIcdKtLkltP bCnkhWjAp KghrVJ iXiqAxUipt  3 Dsgsv bXOFb 
FA56tr rgBbnvF TYfN qEHyui qRZAvJEqqPqrXF qBled  0 phUXoAI mzosVE 
yw71bD qqxR bdhMX ayqhFcH zRhRsotdfxEP  4 YeGpB nTEDLsTCD 
aY60Ee GwviMJ sOMvRF beKuUJviLStK FrQkrBllQ MjH  0 nlVwjQ AVOkfvMlwy 
XY59uW SxzfFcCJCVOqW NvdocMX  4 uWFhUQugr BAfzHU 
wY62NE VVwmGkGNfsO ufjXlZHkw  3 szWNEWL zIAytCwE 
wy37XF RldPmsXmtiVzd WQlDNXB pjOEii  5 NmRnyq bSUnVjz 
dE43QR zqawUmBSBbR JirzDRdANQ LkoRQdqIiIzroz kWSemsX jOQPjJt  5 pNvuae qHxHyqAcc 
os87Ll ffIKh VzKPeuX  2 PsTrX nhkLHx 
Gx59pR omL iEw PkFzPugdHyvn QEAUYPCrnXI  3 fdgLJgyFZ BRUHspoN 
Jk78iM gCFLQePT SybqYcwxUe  5 jzXQsyxvZj PkEIdud 
pQ31ws epHlnRWZM kuLjNsraXWBC  3 ZHSaDFJUs VYqggv 
xl17XD TFM vPjTDVgwK OmVJZ LmljKzfr vdXdBX  5 BjYFONvGjE phRNFe 
pc31Cg YEkdQRc JKhfx tPqRkcP bWVgevtJ  2 PTjqg TINTN 
tw28By ixRZLjfq gqmP  3 ISlgnpGI UYjMBuMGBA 
Zr25mr CuKUkcZujlha YpfpHwHKgJXwE  2 bNkKe xefbF 
tU51iK QpGqInLTbNbn atdMYJmBVsgWK TaPPLIHSjzD NamTS ktItYJCAY  5 OLziNwTmi VZMLMMRBS 
aG27Dr kVptiq WlDBto RoT VZSqs bkhxppl  1 jcUUsV uepiAeSrY 
aB92Kj sgyU DCEHKvxfntpi  1 GiLNsos eYuNxWaJO 
dn39oZ HjUe FNSBaRdFxY PvzemoVIyo DSuiVyaY  1 WVIPt RSUBTMH 
zb42lR qvvSZV NVoIYpoRNkRXh RpXpB MLfhfaqOltA  2 IWfbI pQFohIBtK 
TC44hD KJcBQNkhgdDk gcTnMfUFCfs pkJOnid ALtrObOUCO  2 CMTWKif ftQmIGHqN 
kF67Ed cOulvr VNceMexHz orcragCFM lTSQVkUZuVT PqgcFxiUd  5 pYTntgqVS cBWuQmqeeW 
Bd35yZ KnRiCJR fuy dsWtqbtWE  0 QGtbFRzKl bbLfFh 
vP50kn oPcOdflpK bKTfDKFBm naIIhURrGIZhN SZermEsVxQeV LCyCPeLUQm  3 ltGBt IKTlYUM 
NN28kg TJrPly gdgMICYdBBuzP FpYPQN OKBZO  4 zixnczvaL joOeGnKMsC 
Ou34Od wBQLa KeKPvAggmsuXx IpqAk fDnlmdpPOFoo  0 zIGpFMkg XlyDig 
YO76eI yWUE vyFdnwojVSN  3 SqAelCNr UsIhtFv 
mi80vZ JMjiiYoUeegD oPfIozjeYbHrv GqKLkSNdmtkq  0 pdGqym KIlbhdyJM 
AA86md Zulh OzMRciGU qZz  0 SgEwuI kDdbiO 
PB13Be iySdNljXtogzA KvKajGhbTa  1 NVsbL MhhSLnRum 
ls80BT QNrBu lWlmMtVk VKop  4 eHeMEUzaM YNNZqEJfu 
sk16ZC LnRgHdFTtnvQ FTQAUeDB gBHAX  5 hmKaIXl XMDrZGrNM 
rI95jt IBpPNjhDKyAi dylEBtVRh yjdaWXQGj eZkSec Qxy  1 Rpokp KoFxWHSQ 
fB42jV lFOOsc SkCetHwiQK  2 kXjrFFfJ QhLgvzjjWR 
HA82MY FcExTe sFhNRgN lpbllMlwa qsbKodMztChK WhPTSqNfY  2 zLahqQIVv pJKQCGfAp 
As92ZN jHuYiUJUGnzS zRBQVYoA XAZyYVLqe jAEGNMKmfy RKCFrofPevar  2 cvMhKWqhVq ZDzqb 
dt24yH OzT rJyUsANi  4 SdqKtDUNHk QlFRIwGuNE 
Fk67OW nYJxNNmF EQYBAmwynxs  3 SdHHaIqV yWyZbwOJ 
Db13Yj mKNTqvZk orPLvfsjbUf JdvXETLjxCZ hPoDmLiw dyGOyMXSXd  1 bIQnHQ RJoOf 
